category	path	line	matched_terms	excerpt	phase1_use
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	96	actorPriority|priority	(request : ActorPriorityRequest) :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	98	actorPriority|priority	ActorPriorityMetadataCorresponds model program ∧	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	104	actorPriority|priority	(request : ActorPriorityRequest) :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	109	actorPriority|priority	ActorPriorityMetadataCorresponds,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	111	actorPriority|priority	sourceActorPriorityMetadata,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	112	actorPriority|priority	targetActorPriorityMetadata,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	115	actor_priority|priority	theorem boundary_without_actor_priority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	125	actor_priority|priority	theorem boundary_rejects_explicit_actor_priority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	128	actorPriority|priority	(assignment : ActorPriorityAssignment) :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	137	priority|message-server	Local message-server priority remains represented and is preserved by	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	138	priority|scheduling	translation. It is not reinterpreted as actor-level scheduling priority.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	140	priority	theorem localReactionPriority_preserved	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	142	priority	(Translation.compileMultiStorePayloadReaction server).priority =	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	143	priority	server.priority :=	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	144	priority	GlobalMultiStorePayloadDeclaredFragment.compileReaction_priority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadActorPriorityBoundary.lean	147	actorPriority|priority	end GlobalMultiStorePayloadActorPriorityBoundary	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	3	dispatch	import Relico.DTR.MultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	4	dispatch	import Relico.LF.MultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	14	message-server	It contains the sender, receiver, target message-server name, and logical	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	30	priority	The existing actor-local source priority-eligibility relation.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	32	priority	abbrev SourcePriorityEligible :=	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	33	priority	DTR.MultiStorePayloadIsPriorityEligible	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	36	priority	The existing actor-local target priority-eligibility relation.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	38	priority	abbrev TargetPriorityEligible :=	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	39	priority	LF.MultiStorePayloadIsReactionPriorityEligible	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	195	priority|message-server	Compilation preserves actor-local message-server priority definitionally.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	198	priority	theorem compileReaction_priority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	200	priority	(Translation.compileMultiStorePayloadReaction server).priority =	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDeclaredFragment.lean	201	priority	server.priority := by	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	2	correspondence	Bidirectional correspondence for explicit actor-indexed global payload	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	3	dispatch	dispatch.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	5	dispatch	Existing local forward and backward runtime dispatch theorems are lifted	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	6	actor priority|priority	pointwise through aligned actor stores. Actor selection, cross-actor priority,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	9	dispatch	import Relico.DTR.GlobalMultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	10	dispatch	import Relico.LF.GlobalMultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	11	correspondence	import Relico.Correctness.GlobalMultiStorePayloadStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	12	dispatch	import Relico.Correctness.MultiStorePayloadForwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	13	dispatch	import Relico.Correctness.MultiStorePayloadBackwardDispatchRuntime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	19	dispatch	namespace GlobalMultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	39	dispatch	(DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	43	dispatch	(LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	49	dispatch	DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	50	dispatch	LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	56	actor choice	Actor choice remains an explicit parameter.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	111	correspondence	localCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	164	correspondence	localCorrespondence⟩	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	193	correspondence	hLocalCorrespondence⟩ :=	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	201	correspondence	hLocalCorrespondence⟩	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	210	dispatch	Symmetric lookup extraction for a target-selected dispatch.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	265	correspondence	localCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	318	correspondence	localCorrespondence⟩	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	347	correspondence	hLocalCorrespondence⟩ :=	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	355	correspondence	hLocalCorrespondence⟩	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	365	correspondence	pointwise actor-state correspondence.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	424	correspondence	localCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	501	correspondence	localCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	638	dispatch	Lift one source actor's local payload dispatch into the corresponding target	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	642	dispatch	theorem synchronizedGlobalDispatch_forward	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	658	dispatch	DTR.GlobalMultiStorePayloadDispatch.Step	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	672	dispatch	LF.GlobalMultiStorePayloadDispatch.Step	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	700	dispatch	hLocalDispatch =>	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	747	dispatch	hTargetLocalDispatch,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	748	correspondence	hSelectedCorrespondence,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	750	dispatch	_root_.Relico.Correctness.multiStorePayload_dispatch_forward_runtime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	751	dispatch	hLocalDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	765	dispatch	have hTargetLocalDispatchForProgram :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	766	dispatch	LF.MultiStorePayloadDispatchStep	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	780	dispatch	hTargetLocalDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	783	dispatch	LF.GlobalMultiStorePayloadDispatch.Step	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	790	dispatch	(LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	796	dispatch	LF.GlobalMultiStorePayloadDispatch.Step.lift	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	813	dispatch	hTargetLocalDispatchForProgram	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	835	dispatch	(DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	839	dispatch	(LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	857	dispatch	DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	858	dispatch	LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	879	dispatch	LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	884	correspondence	hSelectedCorrespondence,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	890	dispatch	Lift one target actor's generated local payload dispatch back to the matching	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	894	dispatch	theorem synchronizedGlobalDispatch_backward	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	910	dispatch	LF.GlobalMultiStorePayloadDispatch.Step	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	927	dispatch	DTR.GlobalMultiStorePayloadDispatch.Step	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	954	dispatch	hLocalDispatch =>	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1008	dispatch	have hTargetLocalDispatchCompiled :	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1009	dispatch	LF.MultiStorePayloadDispatchStep	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1022	dispatch	hLocalDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1029	dispatch	hSourceLocalDispatch,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1030	correspondence	hSelectedCorrespondence,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1032	dispatch	_root_.Relico.Correctness.multiStorePayload_dispatch_backward_runtime	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1033	dispatch	hTargetLocalDispatchCompiled	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1037	dispatch	DTR.GlobalMultiStorePayloadDispatch.Step	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1043	dispatch	(DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1049	dispatch	DTR.GlobalMultiStorePayloadDispatch.Step.lift	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1064	dispatch	hSourceLocalDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1086	dispatch	(DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1090	dispatch	(LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1108	dispatch	DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1109	dispatch	LF.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1131	dispatch	DTR.GlobalMultiStorePayloadDispatch.synchronizedAfter	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1137	correspondence	hSelectedCorrespondence,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadDispatchCorrespondence.lean	1142	dispatch	end GlobalMultiStorePayloadDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	1	correspondence	import Relico.Correctness.GlobalMultiStorePayloadStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	2	correspondence	import Relico.Correctness.PayloadCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	11	correspondence	Metadata and timing correspondence for one external-send occurrence.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	55	correspondence	correspondence.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	135	correspondence	payload-aware runtime-state correspondence for the receiver.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	219	correspondence	A packaged one-send correspondence witness. It records the actual sender states,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	221	actor-priority|priority|dispatch	state relation. It deliberately contains no global dispatch or actor-priority	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	224	correspondence	structure GlobalMultiStorePayloadExternalSendCorrespondenceWitness	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	317	correspondence	The public one-send correspondence proposition is inhabited exactly when a	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	332	correspondence	(GlobalMultiStorePayloadExternalSendCorrespondenceWitness	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendCorrespondence.lean	341	correspondence	Construct the packaged correspondence for the canonical translation.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendFrameCorrespondence.lean	1	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendStatementCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendFrameStepCorrespondence.lean	3	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendFrameCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendFrameStepCorrespondence.lean	9	correspondence	namespace GlobalMultiStorePayloadExternalSendFrameStepCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendFrameStepCorrespondence.lean	15	correspondence	This is not the complete forward/backward correspondence theorem for the	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendFrameStepCorrespondence.lean	16	one-step	global one-step sums. That theorem remains deferred to E4D.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendFrameStepCorrespondence.lean	99	correspondence	end GlobalMultiStorePayloadExternalSendFrameStepCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendStatementCorrespondence.lean	1	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendStatementCorrespondence.lean	2	correspondence	import Relico.Correctness.MultiStorePayloadStatementCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendStatementCorrespondence.lean	11	correspondence	Metadata and expression correspondence for one additive external-send statement	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendStatementCorrespondence.lean	45	correspondence	correspondence.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadExternalSendStatementCorrespondence.lean	114	correspondence	sender-local states satisfy the published local correspondence.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	3	correspondence	import Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	10	correspondence	namespace GlobalMultiStorePayloadFiniteExecutionCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	79	correspondence	GlobalMultiStorePayloadOneStepCorrespondence.ForwardExternalSendFrameCompatible	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	173	correspondence	GlobalMultiStorePayloadOneStepCorrespondence.BackwardExternalSendFrameCompatible	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	207	correspondence	Finite forward correspondence for evolving-history source configurations.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	300	correspondence	_root_.Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence.oneStep_forward	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	328	correspondence	Finite backward correspondence for evolving-history source configurations.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	421	correspondence	_root_.Relico.Correctness.GlobalMultiStorePayloadOneStepCorrespondence.oneStep_backward	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadFiniteExecutionCorrespondence.lean	457	correspondence	end GlobalMultiStorePayloadFiniteExecutionCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadInitializationCorrespondence.lean	1	correspondence	import Relico.Correctness.GlobalMultiStorePayloadStateCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadInitializationCorrespondence.lean	241	correspondence	Strong static correspondence for the structural E2 translation.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadInitializationCorrespondence.lean	445	correspondence	Global startup-state correspondence over one successfully aligned actor domain.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	3	correspondence	import Relico.Correctness.GlobalMultiStorePayloadExternalSendFrameCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	4	dispatch|correspondence	import Relico.Correctness.GlobalMultiStorePayloadDispatchCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	10	correspondence	namespace GlobalMultiStorePayloadOneStepCorrespondence	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	16	correspondence	execution. Complete correspondence of the resulting global states is carried	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	79	correspondence	post-state correspondence are represented explicitly.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	128	one-step	one-step transition and globally corresponding post-state.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	186	one-step	one-step transition and globally corresponding post-state.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	236	correspondence|one-step	Forward correspondence for the complete E4C one-step sum.	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	238	dispatch	The dispatch branch reuses the existing global dispatch theorem. The	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	303	dispatch	| dispatch hSourceDispatch =>	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	307	dispatch	hTargetDispatch,	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	310	dispatch	_root_.Relico.Correctness.GlobalMultiStorePayloadDispatch.synchronizedGlobalDispatch_forward	candidate evidence only; semantic classification requires Phase 2 inspection
lean	Relico/Correctness/GlobalMultiStorePayloadOneStepCorrespondence.lean	311	dispatch	hSourceDispatch	candidate evidence only; semantic classification requires Phase 2 inspection
