artifact_path	entry_type	line_or_entry	main_class	class_path	content
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/probabilisticrebecaobjectmodel-bindings.xml	text-command-or-build-metadata	57			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/probabilisticrebecaobjectmodel-bindings.xml	text-command-or-build-metadata	60			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericTypeInstance"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/probabilisticrebecaobjectmodel-bindings.xml	text-command-or-build-metadata	63			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.InstanceofExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/probabilisticrebecaobjectmodel-bindings.xml	text-command-or-build-metadata	66			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Label"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/probabilisticrebecaobjectmodel-bindings.xml	text-command-or-build-metadata	69			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.RebecInstantiationPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	4			"<jxb:bindings schemaLocation=""corerebecaexpressionobjectmodel.xsd"">"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	6			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.DotPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	9			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Expression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	12			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ArrayType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	15			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.BinaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	18			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.CastExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	21			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Literal"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	24			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.NonDetExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	27			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.OrdinaryPrimitiveType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	30			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PlusSubExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	33			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PrimaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	36			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ParentSuffixPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	39			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Statement"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	42			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TermPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	45			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TernaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	48			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.UnaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	51			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Type"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	54			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Annotation"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	57			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	60			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericTypeInstance"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	63			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.InstanceofExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	66			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Label"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/modelcompiler/objectmodel/timedrebecaexpressionobjectmodel-bindings.xml	text-command-or-build-metadata	69			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.RebecInstantiationPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	6			"<jxb:class ref=""org.rebecalang.compiler.propertycompiler.generalrebeca.objectmodel.PropertyModel"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	9			"<jxb:class ref=""org.rebecalang.compiler.propertycompiler.generalrebeca.objectmodel.Definition"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	12			"<jxb:class ref=""org.rebecalang.compiler.propertycompiler.generalrebeca.objectmodel.AssertionDefinition"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	16			"<jxb:bindings schemaLocation=""../../modelcompiler/objectmodel/corerebecaexpressionobjectmodel.xsd"">"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	18			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.RebecInstantiationPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	21			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.NonDetExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	24			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.DotPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	27			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Expression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	30			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ArrayType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	33			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.BinaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	36			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.CastExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	39			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Literal"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	42			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.OrdinaryPrimitiveType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	45			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PlusSubExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	48			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PrimaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	51			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ParentSuffixPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	54			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.InstanceofExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	57			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Statement"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	60			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TermPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	63			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TernaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	66			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.UnaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	69			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Type"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	72			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Annotation"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	75			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Label"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	78			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/corerebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	81			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericTypeInstance"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	4			"<jxb:bindings schemaLocation=""../../modelcompiler/objectmodel/corerebecaexpressionobjectmodel.xsd"">"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	6			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.RebecInstantiationPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	9			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.NonDetExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	12			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.DotPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	15			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Expression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	18			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ArrayType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	21			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.BinaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	24			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.CastExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	27			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Literal"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	30			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.OrdinaryPrimitiveType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	33			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PlusSubExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	36			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PrimaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	39			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ParentSuffixPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	42			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.OrdinaryPrimitiveType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	45			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.InstanceofExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	48			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Statement"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	51			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TermPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	54			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TernaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	57			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.UnaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	60			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Type"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	63			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Annotation"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	66			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/generalpropertyobjectmodel-bindings.xml	text-command-or-build-metadata	69			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.GenericTypeInstance"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	6			"<jxb:class ref=""org.rebecalang.compiler.propertycompiler.generalrebeca.objectmodel.PropertyModel"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	9			"<jxb:class ref=""org.rebecalang.compiler.propertycompiler.generalrebeca.objectmodel.Definition"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	12			"<jxb:class ref=""org.rebecalang.compiler.propertycompiler.generalrebeca.objectmodel.AssertionDefinition"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	16			"<jxb:bindings schemaLocation=""../../modelcompiler/objectmodel/corerebecaexpressionobjectmodel.xsd"">"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	18			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.RebecInstantiationPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	21			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.NonDetExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	24			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.DotPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	27			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Expression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	30			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ArrayType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	33			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.BinaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	36			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.CastExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	39			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Literal"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	42			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.OrdinaryPrimitiveType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	45			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PlusSubExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	48			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.PrimaryExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	51			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.ParentSuffixPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	54			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.OrdinaryPrimitiveType"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	57			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.InstanceofExpression"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	60			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.Statement"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	63			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TermPrimary"" />"
ReLico-fmcad-2026-artifact-v1/src/main/resources/org/rebecalang/compiler/propertycompiler/objectmodel/timedrebecapropertyobjectmodel-bindings.xml	text-command-or-build-metadata	66			"<jxb:class ref=""org.rebecalang.compiler.modelcompiler.corerebeca.objectmodel.TernaryExpression"" />"
