record_type	record_id	final_benchmark_id	mapping_status	matched_categories	record_json
obligation	DirectLFRuntimeStateCorrespondence:0007	finite-store--priority-selection--positive	accepted	priority|correspondence	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""finite-store--priority-selection--positive"",""kind"":""#check"",""line_number"":""54"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLF_multiStore_step_backward_runtime"",""obligation_id"":""DirectLFRuntimeStateCorrespondence:0007"",""original_benchmark_candidate"":""test-direct-lfruntime-state-correspondence"",""test_file"":""Relico/Tests/DirectLFRuntimeStateCorrespondence.lean""}"
obligation	DirectLFRuntimeStateCorrespondence:0008	finite-store--priority-selection--positive	accepted	priority|correspondence	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""finite-store--priority-selection--positive"",""kind"":""#check"",""line_number"":""57"",""mapping_status"":""accepted"",""name_or_expression"":""#check runtime_contains_structural_correspondence"",""obligation_id"":""DirectLFRuntimeStateCorrespondence:0008"",""original_benchmark_candidate"":""test-direct-lfruntime-state-correspondence"",""test_file"":""Relico/Tests/DirectLFRuntimeStateCorrespondence.lean""}"
obligation	DirectLFRuntimeStateCorrespondence:0009	finite-store--priority-selection--positive	accepted	priority|correspondence	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""finite-store--priority-selection--positive"",""kind"":""#check"",""line_number"":""59"",""mapping_status"":""accepted"",""name_or_expression"":""#check runtime_contains_pending_not_past"",""obligation_id"":""DirectLFRuntimeStateCorrespondence:0009"",""original_benchmark_candidate"":""test-direct-lfruntime-state-correspondence"",""test_file"":""Relico/Tests/DirectLFRuntimeStateCorrespondence.lean""}"
obligation	DirectLFSelectionAppend:0001	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""13"",""mapping_status"":""accepted"",""name_or_expression"":""empty_accepts_corresponding_occurrence"",""obligation_id"":""DirectLFSelectionAppend:0001"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0002	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""38"",""mapping_status"":""accepted"",""name_or_expression"":""singleton_compatible"",""obligation_id"":""DirectLFSelectionAppend:0002"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0003	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""61"",""mapping_status"":""accepted"",""name_or_expression"":""append_one_preserves"",""obligation_id"":""DirectLFSelectionAppend:0003"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0004	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""89"",""mapping_status"":""accepted"",""name_or_expression"":""cons_one_preserves"",""obligation_id"":""DirectLFSelectionAppend:0004"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0005	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""117"",""mapping_status"":""accepted"",""name_or_expression"":""append_premise_contains_previous_invariant"",""obligation_id"":""DirectLFSelectionAppend:0005"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0006	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""140"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLF_append_singleton_perm_cons"",""obligation_id"":""DirectLFSelectionAppend:0006"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0007	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""142"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFAlignedOccurrence_cons_cases"",""obligation_id"":""DirectLFSelectionAppend:0007"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0008	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""143"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionAppendCompatible"",""obligation_id"":""DirectLFSelectionAppend:0008"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0009	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""145"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionAppendCompatible.toSelectionCompatible"",""obligation_id"":""DirectLFSelectionAppend:0009"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0010	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""148"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFOrderedSelectionCompatible_cons"",""obligation_id"":""DirectLFSelectionAppend:0010"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0011	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""150"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFSelectionAppendCompatible_nil"",""obligation_id"":""DirectLFSelectionAppend:0011"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0012	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""151"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionAppendCompatible.cons_one"",""obligation_id"":""DirectLFSelectionAppend:0012"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0013	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""153"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionAppendCompatible.append_one"",""obligation_id"":""DirectLFSelectionAppend:0013"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0014	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""154"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFSelectionCompatible_singleton"",""obligation_id"":""DirectLFSelectionAppend:0014"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0015	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""156"",""mapping_status"":""accepted"",""name_or_expression"":""#check empty_accepts_corresponding_occurrence"",""obligation_id"":""DirectLFSelectionAppend:0015"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0016	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""158"",""mapping_status"":""accepted"",""name_or_expression"":""#check singleton_compatible"",""obligation_id"":""DirectLFSelectionAppend:0016"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0017	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""159"",""mapping_status"":""accepted"",""name_or_expression"":""#check append_one_preserves"",""obligation_id"":""DirectLFSelectionAppend:0017"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0018	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""160"",""mapping_status"":""accepted"",""name_or_expression"":""#check cons_one_preserves"",""obligation_id"":""DirectLFSelectionAppend:0018"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionAppend:0019	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""161"",""mapping_status"":""accepted"",""name_or_expression"":""#check append_premise_contains_previous_invariant"",""obligation_id"":""DirectLFSelectionAppend:0019"",""original_benchmark_candidate"":""test-direct-lfselection-append"",""test_file"":""Relico/Tests/DirectLFSelectionAppend.lean""}"
obligation	DirectLFSelectionCompatibility:0001	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""12"",""mapping_status"":""accepted"",""name_or_expression"":""empty_compatible"",""obligation_id"":""DirectLFSelectionCompatibility:0001"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0002	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""26"",""mapping_status"":""accepted"",""name_or_expression"":""same_microstep_pair_compatible"",""obligation_id"":""DirectLFSelectionCompatibility:0002"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0003	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""58"",""mapping_status"":""accepted"",""name_or_expression"":""earlier_microstep_pair_compatible"",""obligation_id"":""DirectLFSelectionCompatibility:0003"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0004	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""97"",""mapping_status"":""accepted"",""name_or_expression"":""earlier_microstep_recovers_priority"",""obligation_id"":""DirectLFSelectionCompatibility:0004"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0005	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""124"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFStrictPriorityPrecedes"",""obligation_id"":""DirectLFSelectionCompatibility:0005"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0006	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""126"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFPairSelectionCompatible"",""obligation_id"":""DirectLFSelectionCompatibility:0006"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0007	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""127"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFPairSelectionCompatible.symm"",""obligation_id"":""DirectLFSelectionCompatibility:0007"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0008	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""128"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFAlignedOccurrence"",""obligation_id"":""DirectLFSelectionCompatibility:0008"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0009	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""129"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFOrderedSelectionCompatible"",""obligation_id"":""DirectLFSelectionCompatibility:0009"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0010	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""130"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionCompatible"",""obligation_id"":""DirectLFSelectionCompatibility:0010"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0011	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""131"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionCompatible.toBagQueueCorresponds"",""obligation_id"":""DirectLFSelectionCompatibility:0011"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0012	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""134"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFAlignedOccurrence_of_source_mem"",""obligation_id"":""DirectLFSelectionCompatibility:0012"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0013	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""137"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFAlignedOccurrence_of_target_mem"",""obligation_id"":""DirectLFSelectionCompatibility:0013"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0014	core--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""140"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLF_sourcePriorityEligible_implies_exists_targetReactionPriorityEligible"",""obligation_id"":""DirectLFSelectionCompatibility:0014"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0015	core--priority-selection--positive	accepted	message-server-priority|priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""143"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLF_targetReactionPriorityEligible_implies_exists_sourcePriorityEligible"",""obligation_id"":""DirectLFSelectionCompatibility:0015"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0016	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""146"",""mapping_status"":""accepted"",""name_or_expression"":""#check empty_compatible"",""obligation_id"":""DirectLFSelectionCompatibility:0016"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0017	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""148"",""mapping_status"":""accepted"",""name_or_expression"":""#check same_microstep_pair_compatible"",""obligation_id"":""DirectLFSelectionCompatibility:0017"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0018	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""149"",""mapping_status"":""accepted"",""name_or_expression"":""#check earlier_microstep_pair_compatible"",""obligation_id"":""DirectLFSelectionCompatibility:0018"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionCompatibility:0019	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""150"",""mapping_status"":""accepted"",""name_or_expression"":""#check earlier_microstep_recovers_priority"",""obligation_id"":""DirectLFSelectionCompatibility:0019"",""original_benchmark_candidate"":""test-direct-lfselection-compatibility"",""test_file"":""Relico/Tests/DirectLFSelectionCompatibility.lean""}"
obligation	DirectLFSelectionRemoval:0001	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""13"",""mapping_status"":""accepted"",""name_or_expression"":""source_removal_preserves"",""obligation_id"":""DirectLFSelectionRemoval:0001"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0002	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""52"",""mapping_status"":""accepted"",""name_or_expression"":""target_removal_preserves"",""obligation_id"":""DirectLFSelectionRemoval:0002"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0003	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""90"",""mapping_status"":""accepted"",""name_or_expression"":""source_permutation_preserves"",""obligation_id"":""DirectLFSelectionRemoval:0003"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0004	core--priority-selection--positive	accepted	priority	"{""classification"":""proof_obligation"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""theorem"",""line_number"":""115"",""mapping_status"":""accepted"",""name_or_expression"":""target_permutation_preserves"",""obligation_id"":""DirectLFSelectionRemoval:0004"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0005	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""136"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionCompatible.perm_source"",""obligation_id"":""DirectLFSelectionRemoval:0005"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0006	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""138"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionCompatible.perm_target"",""obligation_id"":""DirectLFSelectionRemoval:0006"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0007	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""139"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFAlignedRemoval_of_source"",""obligation_id"":""DirectLFSelectionRemoval:0007"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0008	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""141"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.directLFAlignedRemoval_of_target"",""obligation_id"":""DirectLFSelectionRemoval:0008"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0009	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""142"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFOrderedSelectionCompatible.remove_source"",""obligation_id"":""DirectLFSelectionRemoval:0009"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0010	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""144"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFOrderedSelectionCompatible.remove_target"",""obligation_id"":""DirectLFSelectionRemoval:0010"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0011	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""145"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionCompatible.remove_source"",""obligation_id"":""DirectLFSelectionRemoval:0011"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0012	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""147"",""mapping_status"":""accepted"",""name_or_expression"":""#check Correctness.DirectLFSelectionCompatible.remove_target"",""obligation_id"":""DirectLFSelectionRemoval:0012"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0013	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""148"",""mapping_status"":""accepted"",""name_or_expression"":""#check source_removal_preserves"",""obligation_id"":""DirectLFSelectionRemoval:0013"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
obligation	DirectLFSelectionRemoval:0014	core--priority-selection--positive	accepted	priority	"{""classification"":""type_or_api_check"",""evidence_role"":""source-capability"",""final_benchmark_id"":""core--priority-selection--positive"",""kind"":""#check"",""line_number"":""150"",""mapping_status"":""accepted"",""name_or_expression"":""#check target_removal_preserves"",""obligation_id"":""DirectLFSelectionRemoval:0014"",""original_benchmark_candidate"":""test-direct-lfselection-removal"",""test_file"":""Relico/Tests/DirectLFSelectionRemoval.lean""}"
