category	path	line	source_line	bypass_risk
json_emission	tests/benchmarks/registry/benchmarks.tsv	5	bound-payload--initialization--positive bound-payload initialization positive 2 53 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/bound-payload--initialization--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	6	bound-payload--payload-binding--positive bound-payload payload-binding positive 4 44 source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/bound-payload--payload-binding--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	7	bound-payload--priority-selection--positive bound-payload priority-selection positive 1 20 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/bound-payload--priority-selection--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	8	core--dispatch--positive core dispatch positive 11 62 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--dispatch--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	9	core--initialization--positive core initialization positive 5 36 direct-source-translation,source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--initialization--positive/source/model.rebeca implemented	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	10	core--one-step-execution--positive core one-step-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--one-step-execution--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	11	core--priority-selection--positive core priority-selection positive 3 54 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/core--priority-selection--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	12	core--queue-correspondence--positive core queue-correspondence positive 3 23 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/core--queue-correspondence--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	13	core--runtime-semantics--positive core runtime-semantics positive 3 21 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--runtime-semantics--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	14	core--trace-execution--positive core trace-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--trace-execution--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	15	core--weak-semantics--positive core weak-semantics positive 3 47 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/core--weak-semantics--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	16	core--well-formedness--negative core well-formedness negative 2 34 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/core--well-formedness--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	17	core--well-formedness--positive core well-formedness positive 3 7 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/core--well-formedness--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	18	finite-store--dispatch--positive finite-store dispatch positive 3 38 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--dispatch--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	19	finite-store--frontend-decoding--negative finite-store frontend-decoding negative 1 11 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/finite-store--frontend-decoding--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	20	finite-store--initialization--positive finite-store initialization positive 3 18 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--initialization--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	21	finite-store--priority-selection--positive finite-store priority-selection positive 1 9 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--priority-selection--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	22	finite-store--queue-correspondence--positive finite-store queue-correspondence positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--queue-correspondence--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	23	finite-store--runtime-semantics--positive finite-store runtime-semantics positive 6 45 shared-formal-metadata,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime,coverage-manifest,trust-report yes tests/benchmarks/finite-store--runtime-semantics--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	24	finite-store--trace-execution--positive finite-store trace-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/finite-store--trace-execution--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	25	finite-store--well-formedness--positive finite-store well-formedness positive 2 28 direct-source-translation,source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/finite-store--well-formedness--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	26	global-multi-actor-payload--external-send--negative global-multi-actor-payload external-send negative 1 56 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--external-send--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	27	global-multi-actor-payload--external-send--positive global-multi-actor-payload external-send positive 2 35 source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/global-multi-actor-payload--external-send--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	28	global-multi-actor-payload--external-send-frame--negative global-multi-actor-payload external-send-frame negative 1 27 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--external-send-frame--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	29	global-multi-actor-payload--external-send-frame--positive global-multi-actor-payload external-send-frame positive 2 10 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/global-multi-actor-payload--external-send-frame--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	30	global-multi-actor-payload--external-send-statement--negative global-multi-actor-payload external-send-statement negative 1 24 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--external-send-statement--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	31	global-multi-actor-payload--finite-execution--positive global-multi-actor-payload finite-execution positive 1 4 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/global-multi-actor-payload--finite-execution--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	32	global-multi-actor-payload--initialization--negative global-multi-actor-payload initialization negative 1 52 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--initialization--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	33	global-multi-actor-payload--payload-binding--negative global-multi-actor-payload payload-binding negative 1 43 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--payload-binding--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	34	global-multi-actor-payload--priority-selection--negative global-multi-actor-payload priority-selection negative 1 10 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/global-multi-actor-payload--priority-selection--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	35	multi-store--dispatch--negative multi-store dispatch negative 2 42 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store--dispatch--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	36	multi-store--dispatch--positive multi-store dispatch positive 15 110 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--dispatch--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	37	multi-store--finite-execution--positive multi-store finite-execution positive 4 29 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--finite-execution--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	38	multi-store--initialization--positive multi-store initialization positive 2 12 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--initialization--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	39	multi-store--priority-selection--negative multi-store priority-selection negative 2 37 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store--priority-selection--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	40	multi-store--priority-selection--positive multi-store priority-selection positive 5 35 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--priority-selection--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	41	multi-store--queue-correspondence--positive multi-store queue-correspondence positive 2 26 direct-source-translation,source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/multi-store--queue-correspondence--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	42	multi-store--runtime-semantics--positive multi-store runtime-semantics positive 1 2 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--runtime-semantics--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	43	multi-store--weak-semantics--positive multi-store weak-semantics positive 5 37 source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store--weak-semantics--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	44	multi-store--well-formedness--positive multi-store well-formedness positive 2 25 direct-source-translation,source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/multi-store--well-formedness--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	45	multi-store-payload--dispatch--negative multi-store-payload dispatch negative 1 52 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store-payload--dispatch--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	46	multi-store-payload--dispatch--positive multi-store-payload dispatch positive 8 72 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--dispatch--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	47	multi-store-payload--finite-execution--positive multi-store-payload finite-execution positive 2 49 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--finite-execution--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	48	multi-store-payload--initialization--positive multi-store-payload initialization positive 5 90 direct-source-translation,source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--initialization--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	49	multi-store-payload--payload-binding--negative multi-store-payload payload-binding negative 3 66 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store-payload--payload-binding--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	50	multi-store-payload--payload-binding--positive multi-store-payload payload-binding positive 5 62 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--payload-binding--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	51	multi-store-payload--priority-selection--negative multi-store-payload priority-selection negative 1 17 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/multi-store-payload--priority-selection--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	52	multi-store-payload--priority-selection--positive multi-store-payload priority-selection positive 3 23 source-capability,source-plus-formal-witness,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/multi-store-payload--priority-selection--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	53	payload--dispatch--positive payload dispatch positive 3 46 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/payload--dispatch--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	54	payload--finite-execution--positive payload finite-execution positive 1 9 source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/payload--finite-execution--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	55	payload--initialization--positive payload initialization positive 1 12 direct-source-translation source,rmc,parser-json,decoded-dtr-ast,translated-lf-ast,lf-source,lfc yes tests/benchmarks/payload--initialization--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	56	payload--payload-binding--negative payload payload-binding negative 1 16 expected-boundary-or-rejection source,rmc,parser-json,decoded-dtr-ast,expected-boundary-stage,diagnostics yes tests/benchmarks/payload--payload-binding--negative/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	57	payload--payload-binding--positive payload payload-binding positive 3 39 direct-source-translation,source-plus-runtime-observation source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc,runtime yes tests/benchmarks/payload--payload-binding--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/benchmarks.tsv	58	payload--priority-selection--positive payload priority-selection positive 2 28 source-plus-formal-witness source,rmc,parser-json,decoded-dtr-ast,formal-witness,translated-lf-ast,lf-source,lfc yes tests/benchmarks/payload--priority-selection--positive/source/model.rebeca planned	enforcement-evidence
json_emission	tests/benchmarks/registry/legacy-script-migration.tsv	2	frontend/java-bridge/check-v0.sh core--initialization--positive parser JSON equality; LF startup and logical-action structure; lfc compilation planned replacement benchmark implemented and passing; README references replaced; zero tracked callers	enforcement-evidence
json_emission	tests/benchmarks/registry/legacy-script-migration.tsv	6	frontend/check-multistore-payload-frontend.sh multi-store-payload--payload-binding--positive payload parser JSON contract and Lean decoder acceptance planned replacement benchmark implemented and passing; README references replaced; zero tracked callers	enforcement-evidence
json_emission	tests/benchmarks/registry/obligations.tsv	698	FrontendDecoder:0006 Relico/Tests/FrontendDecoder.lean 69 def validBridgeJson test_fixture_or_helper test-frontend-decoder core--well-formedness--negative source-capability accepted	enforcement-evidence
json_emission	tests/benchmarks/registry/obligations.tsv	699	FrontendDecoder:0007 Relico/Tests/FrontendDecoder.lean 109 def validJsonDecodeTest test_fixture_or_helper test-frontend-decoder core--well-formedness--negative source-capability accepted	enforcement-evidence
json_emission	tests/benchmarks/registry/obligations.tsv	700	FrontendDecoder:0008 Relico/Tests/FrontendDecoder.lean 119 #guard #guard validJsonDecodeTest executable_or_computation_check test-frontend-decoder core--well-formedness--negative source-capability accepted	enforcement-evidence
json_emission	tests/benchmarks/schema/benchmark-manifest.schema.json	2	"""$schema"": ""https://json-schema.org/draft/2020-12/schema"","	enforcement-evidence
json_emission	tests/benchmarks/schema/stage-result.schema.json	2	"""$schema"": ""https://json-schema.org/draft/2020-12/schema"","	enforcement-evidence
lf_generation	Relico/Benchmark/ArtifactExporter.lean	3	import Relico.LF.CppPrinter	candidate
lf_generation	Relico/Benchmark/ArtifactExporter.lean	36	def exportTranslatedLfAst (jsonPath outputPath : String) : IO UInt32 := do	candidate
lf_generation	Relico/Benchmark/ArtifactExporter.lean	57	"| [""translated-lf-ast"", jsonPath, outputPath] =>"	candidate
lf_generation	Relico/Benchmark/ArtifactExporter.lean	58	Relico.Benchmark.exportTranslatedLfAst jsonPath outputPath	candidate
lf_generation	Relico/Benchmark/ArtifactExporter.lean	62	"IO.eprintln ""usage: ArtifactExporter <decoded-dtr-ast|translated-lf-ast|lf-source> <input.json> <output>"""	candidate
lf_generation	Relico/Common/Time.lean	6	Logical time used by the initial DTR and generated-LF semantics.	candidate
lf_generation	Relico/Correctness/Backward.lean	16	the generated LF program from a corresponding state can be matched by	candidate
lf_generation	Relico/Correctness/BoundPayloadDispatch.lean	4	import Relico.LF.BoundPayloadDispatch	candidate
lf_generation	Relico/Correctness/BoundPayloadDispatch.lean	50	The generated LF transition selects the occurrence corresponding to the	candidate
lf_generation	Relico/Correctness/BoundPayloadDispatch.lean	276	Every generated parameter-aware LF dispatch beginning in corresponding	candidate
lf_generation	Relico/Correctness/BoundPayloadState.lean	3	import Relico.LF.BoundPayloadState	candidate
lf_generation	Relico/Correctness/BoundPayloadState.lean	12	Correspondence between parameter-aware source and generated-LF payload	candidate
lf_generation	Relico/Correctness/BoundPayloadStep.lean	3	import Relico.LF.BoundPayloadSemantics	candidate
lf_generation	Relico/Correctness/BoundPayloadStep.lean	39	generated-LF step.	candidate
lf_generation	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	12	Concrete correspondence between a source message server and the generated LF	candidate
lf_generation	Relico/Correctness/ConcreteDetailedStateCorrespondence.lean	312	generated-LF statement transition.	candidate
lf_generation	Relico/Correctness/Correspondence.lean	2	import Relico.LF.Semantics	candidate
lf_generation	Relico/Correctness/Correspondence.lean	34	the generated LF action queue.	candidate
lf_generation	Relico/Correctness/Correspondence.lean	136	scheduling the generated LF action at the same logical time.	candidate
lf_generation	Relico/Correctness/DetailedBackwardWeakSimulation.lean	11	The proposition packages a DTR weak transition matching one generated-LF	candidate
lf_generation	Relico/Correctness/DetailedBackwardWeakSimulation.lean	45	Backward weak simulation for one generated-LF statement transition.	candidate
lf_generation	Relico/Correctness/DetailedBackwardWeakSimulation.lean	360	The generated-LF dispatch is reconstructed as a source dispatch. DTR then	candidate
lf_generation	Relico/Correctness/DetailedBackwardWeakSimulation.lean	959	to the generated-LF destination state.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	11	The package contains a source weak transition matching one generated-LF	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	43	Backward weak simulation for one generated-LF parameter-aware statement	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	113	Backward weak simulation for visible generated-LF metric-time progression.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	243	Backward matching for the internal generated-LF microstep following a future	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	346	Backward matching for a same-time generated-LF microstep transition from a	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	350	source stutters while generated LF advances internally to dispatch-ready.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	460	Backward matching for generated-LF consumption immediately after a future	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	543	Backward matching for generated-LF consumption from a future dispatch-ready	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	624	Backward matching for generated-LF consumption from a same-time	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	724	Backward weak simulation for direct generated-LF payload-reaction firing at	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadBackwardWeakSimulation.lean	820	corresponding to the generated-LF destination state.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadEndToEndCorrectness.lean	35	Canonical idle generated-LF initialization satisfies the target runtime	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadEndToEndCorrectness.lean	606	The zero-delay generated-LF invocation dispatch preserves metric time.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadEndToEndCorrectness.lean	636	The zero-delay generated-LF invocation dispatch strictly advances the	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadEndToEndCorrectness.lean	679	It simultaneously constructs the generated-LF weak execution from the	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	24	Finite sequences of representative generated-LF detailed bound-payload weak	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	126	bound-payload step from a generated-LF detailed phase.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	193	The phase-specific premise required to match one exact generated-LF detailed	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	274	Lift one phase-compatible exact detailed source step to one generated-LF weak	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	514	Lift one phase-compatible exact generated-LF detailed bound-payload step to one	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	900	Compatibility evidence indexed by an exact finite generated-LF detailed	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	963	Compatibility for one exact finite generated-LF detailed bound-payload	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadFiniteWeakExecution.lean	1118	Conditional finite backward correspondence for exact detailed generated-LF	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadForwardWeakSimulation.lean	12	The package contains a generated-LF weak transition, payload-aware detailed	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadForwardWeakSimulation.lean	47	A generated-LF bound-payload dispatch preserves complete-tag order.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadForwardWeakSimulation.lean	82	At equal metric time, a generated-LF bound-payload dispatch cannot move to an	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadForwardWeakSimulation.lean	130	The corresponding generated-LF scheduling statement is internal at the	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadForwardWeakSimulation.lean	320	Forward weak simulation for source consumption when generated LF is	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadForwardWeakSimulation.lean	588	Generated LF either consumes at the current complete tag or first advances	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadForwardWeakSimulation.lean	802	Every payload-aware forward match contains a generated-LF destination state	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInitialization.lean	2	import Relico.LF.Initialization	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInitialization.lean	105	Canonical idle generated-LF state for one parameter-aware payload reaction.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInitialization.lean	132	Canonical detailed generated-LF entry is the stable wrapper around the idle	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvariantCarryingFiniteWeakExecution.lean	10	A selected generated-LF weak match carrying every property required to recurse	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvariantCarryingFiniteWeakExecution.lean	125	Construct the canonical invariant-carrying generated-LF weak match for one	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvariantMatches.lean	39	Phase-aware target runtime invariant for detailed generated-LF bound-payload	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvariantMatches.lean	89	It is a legitimate intermediate generated-LF phase, but exposing it as a	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvocationEntry.lean	107	The generated-LF action occurrence corresponding to one source invocation.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvocationEntry.lean	122	Canonical generated-LF invocation-ready state.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvocationEntry.lean	170	Generated-LF runtime state after the singleton invocation action is dispatched.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvocationEntry.lean	203	The source invocation occurrence and generated-LF action retain identical	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvocationEntry.lean	266	Canonical source and generated-LF invocation-ready runtime states correspond.	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvocationEntry.lean	334	The initial generated-LF tag never follows a tag obtained by scheduling from	candidate
lf_generation	Relico/Correctness/DetailedBoundPayloadInvocationEntry.lean	553	When the same ordered binding succeeds, the unique generated-LF invocation	candidate
